2018-12-31 11:02:20,210      MainThread                 tmidev.py:  65 -                            TMI:                main() INFO  : args: {'verbose': 0, 'show_version': False, 'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_2.tmiscr'}
2018-12-31 11:02:32,181      MainThread                 tmidev.py:  66 -                            TMI:                main() INFO  : args: {'verbose': 0, 'show_version': False, 'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_2.tmiscr'}
2018-12-31 11:05:32,454      MainThread                 tmidev.py:  91 -                            TMI:                main() INFO  : args: {'verbose': 0, 'show_version': False, 'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_2.tmiscr'}
2018-12-31 11:06:30,077      MainThread                 tmidev.py:  89 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_2.tmiscr'}
2018-12-31 11:26:38,150      MainThread                 tmidev.py: 107 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
2018-12-31 11:27:08,351      MainThread                 tmidev.py: 107 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
2018-12-31 11:28:13,086      MainThread                 tmidev.py: 107 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
2018-12-31 11:28:32,270      MainThread                 tmidev.py: 108 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
2018-12-31 11:28:32,271      MainThread                 tmidev.py: 100 -                            TMI:    script_validated() INFO  : Script passed validation tests
2018-12-31 11:57:59,467      MainThread                 tmidev.py: 110 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
2018-12-31 11:57:59,468      MainThread                 tmidev.py: 102 -                            TMI:    script_validated() INFO  : Script passed validation tests
2018-12-31 12:03:05,694      MainThread                 tmidev.py: 110 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
2018-12-31 12:03:05,695      MainThread                 tmidev.py: 102 -                            TMI:    script_validated() INFO  : Script passed validation tests
2018-12-31 12:04:09,128      MainThread                 tmidev.py: 110 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
2018-12-31 12:04:09,129      MainThread                 tmidev.py: 102 -                            TMI:    script_validated() INFO  : Script passed validation tests
2018-12-31 12:18:47,096      MainThread                 tmidev.py: 110 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
2018-12-31 12:18:47,097      MainThread                 tmidev.py: 102 -                            TMI:    script_validated() INFO  : Script passed validation tests
2018-12-31 12:18:47,122      MainThread        resultBaseClass.py:  44 -          TMI.ResultBaseClass.0:            __init__() INFO  : DONE
2018-12-31 12:18:47,123      MainThread        TMIDemoRecordV1.py:  37 -          TMI.TMIDemoRecordV1.0:            __init__() INFO  : DONE
2018-12-31 12:24:39,566      MainThread                 tmidev.py: 110 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
2018-12-31 12:24:39,567      MainThread                 tmidev.py: 102 -                            TMI:    script_validated() INFO  : Script passed validation tests
2018-12-31 12:24:39,591      MainThread        resultBaseClass.py:  44 -          TMI.ResultBaseClass.0:            __init__() INFO  : DONE
2018-12-31 12:24:39,592      MainThread        TMIDemoRecordV1.py:  37 -          TMI.TMIDemoRecordV1.0:            __init__() INFO  : DONE
2018-12-31 12:25:08,790      MainThread                 tmidev.py: 110 -                            TMI:                main() INFO  : args: {'script': 'public/station/scripts/TMIDemoRecordV1/prod_v0/prod_0.tmiscr'}
